Record_ID,Timestamp,Plant_Location,Production_Line,Machine_ID,Machine_Name,Machine_Type,Manufacturer,Model,Year_Installed,Operating_Hours,Motor_Temp_C,Ambient_Temp_C,Vibration_mm_s,RPM,Power_Draw_kW,Conveyor_Speed_m_min,Pressure_PSI,Hydraulic_Fluid_Temp_C,Noise_Level_dB,Product_Type,Batch_ID,Units_Produced,Defect_Count,Defect_Rate_Pct,Downtime_Minutes,Last_Maintenance_Date,Maintenance_Type,Days_Since_Maintenance,Firmware_Version,Sensor_Status,Error_Code,Error_Description,Operator_ID,Shift,Throughput_Units_Hr,OEE_Pct,Severity_Level,Severity_Description,Corrective_Action
REC-00353,2025-06-10 15:36:29,Milton-South,MIX-Line-C,MIL-QC-5500-01,Vision Inspection System,Quality Control,Cognex,In-Sight 9000,2021,60371,67.2,31.9,9.98,498,20.4,6.0,133.2,54.6,104.2,Hamburger Buns,B-20250610-9174,3583,129,3.62,34,2024-06-10,Inspection,365,v5.1.3,Degraded — Sensor #2,E2007,Servo motor position error,OP-1019,Morning (6AM-2PM),482,70.3,2,Degraded Performance,Recalibrate servo — check encoder
REC-00217,2025-06-11 01:27:56,Toronto-Main,PAS-Line-C,TOR-DIV-4100-04,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,9745,73.8,21.3,8.07,395,24.9,6.0,105.0,51.2,103.0,Whole Wheat Bread,B-20250611-4976,23480,1070,4.56,34,2025-02-22,Predictive,109,v3.2.1,Degraded — Sensor #2,E2009,Freezer compressor cycling abnormally,OP-1041,Morning (6AM-2PM),3159,75.0,2,Degraded Performance,Check refrigerant charge and compressor
REC-00449,2025-06-13 22:42:22,Milton-South,MIX-Line-C,MIL-QC-5600-01,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,51585,61.8,24.0,2.54,1347,6.1,26.1,64.5,60.9,81.5,Muffins,B-20250613-2781,8095,59,0.74,0,2025-03-11,Overhaul,94,v5.0.0,All Normal,E1005,Belt tension marginal,OP-1021,Night (10PM-6AM),1012,83.0,1,Normal Operation,Inspect belt at next downtime
REC-00023,2025-06-14 02:01:13,Toronto-Main,PKG-Line-D,TOR-WTR-7700-01,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,30411,56.2,29.3,2.24,2304,46.6,15.0,127.3,56.7,71.4,Cinnamon Rolls,B-20250614-2419,9639,106,1.1,15,2024-12-10,Inspection,186,v4.1.1,All Normal,E1007,Minor speed fluctuation logged,OP-1037,Night (10PM-6AM),1244,86.3,1,Normal Operation,Log and monitor
REC-00338,2025-06-16 16:09:46,Milton-South,PKG-Line-F,MIL-CLR-8200-05,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,49236,47.5,30.5,3.35,1936,12.9,5.3,76.7,51.7,75.5,Danish Pastry,B-20250616-1358,5970,79,1.34,5,2025-03-29,Emergency,79,v4.0.2,All Normal,E1003,Lubrication reminder triggered,OP-1003,Night (10PM-6AM),754,97.6,1,Normal Operation,Schedule lubrication
REC-00051,2025-06-17 12:17:17,Toronto-Main,BRD-Line-B,TOR-DIV-4100-02,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,48374,108.5,28.8,10.7,2880,41.3,24.1,104.1,72.6,82.4,Flatbread,B-20250617-5655,8757,709,8.1,409,2024-11-04,Predictive,225,v5.1.3,Offline — Sensor #1,E3009,Electrical fault — arc flash risk,OP-1038,Night (10PM-6AM),7400,21.3,3,Critical Failure,De-energize immediately — call certified electrician
REC-00159,2025-06-18 22:32:00,Vaughan-North,DON-Line-B,VAU-OVN-6200-02,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,31268,94.7,27.6,14.81,313,77.7,29.0,20.7,73.6,83.6,Naan,B-20250618-2444,2599,200,7.72,683,2024-06-24,Emergency,359,v4.1.1,Multiple Sensors Offline,E3002,Catastrophic bearing seizure,OP-1006,Night (10PM-6AM),2599,33.8,3,Critical Failure,Emergency shutdown — replace bearing assembly
REC-00182,2025-06-24 11:46:41,Vaughan-North,PKG-Line-G,VAU-OVN-6200-02,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,50999,79.0,25.6,7.79,712,77.3,21.5,39.9,60.3,104.9,Pita,B-20250624-9269,3451,58,1.69,82,2024-07-24,Overhaul,335,v5.2.0,Degraded — Sensor #5,E2001,Motor overheating — thermal cutoff warning,OP-1026,Morning (6AM-2PM),520,56.1,2,Degraded Performance,Reduce load and inspect cooling system
REC-00093,2025-06-25 01:34:34,Vaughan-North,DON-Line-A,VAU-QC-5600-04,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,22900,35.7,28.4,1.87,2213,6.4,6.5,92.8,73.1,69.6,Flatbread,B-20250625-4022,6607,10,0.16,0,2025-05-21,Calibration,35,v5.2.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1048,Night (10PM-6AM),826,96.9,1,Normal Operation,Monitor during next shift
REC-00045,2025-06-27 21:11:44,Mississauga-East,ICE-Line-C,MIS-OVN-6200-03,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,39624,89.2,26.5,8.91,2794,103.3,9.5,43.5,61.6,87.7,English Muffins,B-20250627-6751,700,25,3.65,97,2025-03-03,Predictive,116,v4.0.2,Offline — Sensor #1,E2009,Freezer compressor cycling abnormally,OP-1005,Morning (6AM-2PM),110,70.0,2,Degraded Performance,Check refrigerant charge and compressor
REC-00098,2025-06-28 23:20:56,Mississauga-East,ICE-Line-C,MIS-FRY-9900-02,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,23210,63.6,28.5,2.56,1785,118.9,29.8,132.7,35.7,82.3,Cinnamon Rolls,B-20250628-3396,23810,321,1.35,0,2024-07-02,Lubrication,361,v4.1.1,All Normal,E1004,Filter change indicator active,OP-1032,Morning (6AM-2PM),2976,84.2,1,Normal Operation,Replace filter at next maintenance window
REC-00049,2025-06-29 09:56:48,Brampton-West,BUN-Line-B,BRA-OVN-6100-02,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,18775,57.8,28.6,3.12,3212,94.3,21.1,134.7,58.9,84.7,English Muffins,B-20250629-6179,5446,14,0.27,15,2025-03-19,Inspection,102,v3.4.0,All Normal,E1002,Slight temperature drift detected,OP-1029,Night (10PM-6AM),703,89.9,1,Normal Operation,Recalibrate sensor at next PM
REC-00245,2025-06-29 16:16:02,Toronto-Main,BRD-Line-B,TOR-DEP-1100-02,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,44472,61.1,24.5,0.96,1830,15.6,27.2,54.7,61.3,76.8,English Muffins,B-20250629-7188,19189,47,0.25,5,2025-01-20,Calibration,160,v5.1.3,Degraded — Sensor #2,E1001,Minor vibration threshold exceeded,OP-1032,Morning (6AM-2PM),2424,87.2,1,Normal Operation,Monitor during next shift
REC-00236,2025-06-30 05:41:34,Brampton-West,BUN-Line-A,BRA-OVN-6300-05,Spiral Oven,Baking,Spooner,QuadraTherm,2020,20442,70.2,29.6,9.46,3356,113.9,19.2,128.1,53.7,93.3,Artisan Sourdough,B-20250630-2867,14175,263,1.86,34,2024-12-21,Inspection,191,v3.4.0,All Normal,E2007,Servo motor position error,OP-1009,Morning (6AM-2PM),1907,68.6,2,Degraded Performance,Recalibrate servo — check encoder
REC-00037,2025-07-01 07:28:38,Brampton-West,BUN-Line-B,BRA-DEP-1200-02,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,43172,98.9,22.1,15.49,3161,22.2,7.6,122.2,105.1,89.1,Danish Pastry,B-20250701-5465,5891,611,10.38,254,2025-05-12,Emergency,50,v6.0.1,Multiple Sensors Offline,E3001,Main drive motor failure,OP-1048,Afternoon (2PM-10PM),1564,5.0,3,Critical Failure,Replace motor — line down until repair
REC-00060,2025-07-01 16:21:49,Mississauga-East,PKG-Line-H,MIS-SLC-2100-01,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,6917,50.4,26.5,3.5,3300,19.3,5.5,50.7,59.0,72.2,Whole Wheat Bread,B-20250701-3513,22751,54,0.24,0,2024-07-22,Inspection,344,v5.1.3,All Normal,E1005,Belt tension marginal,OP-1029,Morning (6AM-2PM),2844,84.3,1,Normal Operation,Inspect belt at next downtime
REC-00284,2025-07-02 08:35:50,Vaughan-North,FRY-Line-C,VAU-CNV-1400-02,Incline Conveyor,Conveying,Dorner,AquaPruf 7400,2019,56994,105.8,28.6,23.92,2887,16.3,12.0,31.7,94.5,87.6,Cinnamon Rolls,B-20250702-4838,16681,1482,8.89,346,2024-07-10,Lubrication,357,v3.2.1,Multiple Sensors Offline,E3002,Catastrophic bearing seizure,OP-1032,Night (10PM-6AM),7469,40.9,3,Critical Failure,Emergency shutdown — replace bearing assembly
REC-00161,2025-07-02 13:33:12,Vaughan-North,PKG-Line-G,VAU-CLR-8200-05,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,3007,51.5,31.5,3.4,1232,10.0,29.0,79.1,48.2,65.1,Donuts,B-20250702-7670,17088,143,0.84,10,2024-07-06,Corrective,361,v3.4.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1022,Morning (6AM-2PM),2181,87.6,1,Normal Operation,Monitor during next shift
REC-00451,2025-07-03 19:35:59,Milton-South,PKG-Line-F,MIL-PKG-0100-04,Flow Wrapper,Packaging,Bosch,Pack 401,2020,38915,82.9,20.0,6.42,1971,37.4,2.5,111.6,39.4,97.9,Bagels,B-20250703-7119,1275,62,4.89,60,2024-12-13,Lubrication,202,v5.2.0,Offline — Sensor #1,E2001,Motor overheating — thermal cutoff warning,OP-1021,Night (10PM-6AM),182,72.4,2,Degraded Performance,Reduce load and inspect cooling system
REC-00475,2025-07-08 16:41:24,Toronto-Main,BRD-Line-B,TOR-PKG-0200-02,Case Packer,Packaging,Brenton,M2000,2019,54137,64.4,19.5,3.64,3484,34.0,22.2,113.3,59.0,76.1,Cinnamon Rolls,B-20250708-8623,9318,70,0.76,0,2024-10-05,Preventive,276,v6.0.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1032,Night (10PM-6AM),1165,90.6,1,Normal Operation,Monitor during next shift
REC-00345,2025-07-09 01:24:15,Toronto-Main,PAS-Line-C,TOR-OVN-6200-03,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,62510,64.5,20.1,6.57,2833,95.9,19.5,57.3,69.4,86.8,Pound Cake,B-20250709-7047,9196,245,2.67,38,2025-05-26,Corrective,44,v3.2.1,Degraded — Sensor #2,E2010,CIP cycle incomplete — residue detected,OP-1050,Night (10PM-6AM),1248,73.3,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00026,2025-07-14 14:37:17,Brampton-West,FRZ-Line-C,BRA-MIX-3100-05,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,10295,51.6,18.2,3.29,1264,54.0,14.3,44.0,32.3,83.8,Pound Cake,B-20250714-2869,2641,5,0.19,0,2025-02-23,Calibration,141,v6.0.1,Degraded — Sensor #2,E0000,No fault detected,OP-1037,Night (10PM-6AM),330,83.6,1,Normal Operation,None required
REC-00031,2025-07-16 00:06:43,Mississauga-East,PKG-Line-H,MIS-QC-5600-01,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,15340,48.1,21.4,3.29,748,7.1,2.4,73.0,40.1,81.8,Hot Dog Buns,B-20250716-8560,4349,7,0.18,15,2025-03-01,Predictive,137,v6.0.1,All Normal,E1004,Filter change indicator active,OP-1033,Night (10PM-6AM),561,91.7,1,Normal Operation,Replace filter at next maintenance window
REC-00006,2025-07-17 20:54:13,Milton-South,CKE-Line-B,MIL-DIV-4200-02,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,59541,117.9,19.8,21.87,2046,57.7,6.6,88.6,94.3,104.1,Artisan Sourdough,B-20250717-4295,23861,3521,14.76,665,2024-09-29,Emergency,291,v5.2.0,Multiple Sensors Offline,E3002,Catastrophic bearing seizure,OP-1029,Night (10PM-6AM),23861,42.1,3,Critical Failure,Emergency shutdown — replace bearing assembly
REC-00003,2025-07-20 17:55:46,Brampton-West,FRZ-Line-C,BRA-PKG-0400-02,Labeling System,Packaging,Videojet,9550,2020,45920,78.3,21.8,5.03,2721,12.8,8.1,62.2,64.6,81.4,Whole Wheat Bread,B-20250720-6168,13645,552,4.05,35,2025-03-05,Emergency,137,v3.4.0,Degraded — Sensor #2,E2002,Hydraulic pressure out of range,OP-1037,Night (10PM-6AM),1840,67.5,2,Degraded Performance,Check hydraulic lines and seals
REC-00319,2025-07-21 01:04:30,Brampton-West,BUN-Line-B,BRA-OVN-6100-04,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,2602,64.3,20.1,9.66,1260,81.5,20.6,124.2,61.6,95.0,Bagels,B-20250721-9230,23064,1021,4.43,78,2024-10-18,Corrective,276,v5.0.0,Offline — Sensor #1,E2006,PLC communication intermittent,OP-1041,Morning (6AM-2PM),3442,73.4,2,Degraded Performance,Check wiring harness and PLC module
REC-00097,2025-07-23 21:35:53,Mississauga-East,TRT-Line-A,MIS-QC-5600-05,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,16322,43.9,19.2,4.5,580,9.3,8.6,125.4,56.5,72.0,Naan,B-20250723-3719,20690,138,0.67,0,2024-12-17,Predictive,218,v4.1.1,Offline — Sensor #1,E1003,Lubrication reminder triggered,OP-1004,Night (10PM-6AM),2586,95.8,1,Normal Operation,Schedule lubrication
REC-00331,2025-07-24 04:39:02,Brampton-West,FRZ-Line-C,BRA-DIV-4200-04,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,34473,45.1,24.8,3.22,1184,29.0,22.7,93.9,39.8,71.1,Danish Pastry,B-20250724-1580,15673,195,1.25,0,2025-01-10,Inspection,195,v3.2.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1001,Night (10PM-6AM),1959,86.6,1,Normal Operation,Monitor during next shift
REC-00371,2025-07-27 00:49:32,Mississauga-East,TRT-Line-A,MIS-DIV-4200-03,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,59889,37.3,20.4,1.82,664,36.8,5.4,61.5,36.7,76.7,Naan,B-20250727-8320,22396,206,0.92,0,2025-07-04,Corrective,23,v4.1.1,All Normal,E1004,Filter change indicator active,OP-1043,Afternoon (2PM-10PM),2800,86.3,1,Normal Operation,Replace filter at next maintenance window
REC-00022,2025-07-27 01:24:32,Brampton-West,BUN-Line-A,BRA-PRF-7200-03,Retarder Proofer,Proofing,Revent,RPM-7020,2017,9084,52.3,27.7,4.13,2669,18.6,21.5,59.2,60.8,81.1,Whole Wheat Bread,B-20250727-6688,17956,100,0.56,0,2024-10-03,Calibration,297,v5.1.3,Degraded — Sensor #2,E1004,Filter change indicator active,OP-1033,Night (10PM-6AM),2244,83.2,1,Normal Operation,Replace filter at next maintenance window
REC-00441,2025-07-27 07:42:54,Brampton-West,BUN-Line-B,BRA-CIP-6600-02,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,23150,41.2,21.4,2.34,824,44.9,16.0,34.5,57.2,71.6,Donuts,B-20250727-5011,15645,57,0.37,10,2025-05-20,Corrective,68,v3.2.1,All Normal,E0000,No fault detected,OP-1044,Night (10PM-6AM),1997,89.1,1,Normal Operation,None required
REC-00438,2025-07-27 12:27:18,Milton-South,MIX-Line-C,MIL-PKG-0200-04,Case Packer,Packaging,Brenton,M2000,2019,46204,53.7,22.0,2.76,3147,31.8,8.6,139.8,35.9,77.1,Hot Dog Buns,B-20250727-2588,13467,83,0.62,0,2024-11-29,Overhaul,240,v4.1.1,Degraded — Sensor #2,E1002,Slight temperature drift detected,OP-1037,Afternoon (2PM-10PM),1683,94.0,1,Normal Operation,Recalibrate sensor at next PM
REC-00206,2025-07-27 13:37:37,Mississauga-East,TRT-Line-A,MIS-MIX-3100-05,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,55788,61.0,28.0,1.44,1763,51.1,17.3,106.1,51.4,68.8,Flatbread,B-20250727-6902,14171,148,1.05,0,2025-01-24,Predictive,184,v5.0.0,Degraded — Sensor #5,E1004,Filter change indicator active,OP-1009,Morning (6AM-2PM),1771,92.0,1,Normal Operation,Replace filter at next maintenance window
REC-00153,2025-07-27 21:32:31,Brampton-West,BUN-Line-A,BRA-FRZ-9100-05,Spiral Freezer,Freezing,JBT FoodTech,GYRoCOMPACT,2019,61488,61.4,25.3,0.66,3498,73.4,22.8,95.2,55.7,72.5,Flatbread,B-20250727-6985,19757,191,0.97,0,2025-01-23,Corrective,185,v5.0.0,All Normal,E1007,Minor speed fluctuation logged,OP-1015,Night (10PM-6AM),2470,93.3,1,Normal Operation,Log and monitor
REC-00040,2025-07-29 14:21:29,Brampton-West,PKG-Line-E,BRA-QC-5600-02,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,58062,51.3,31.6,4.41,3573,9.6,4.6,47.6,58.8,84.4,Whole Wheat Bread,B-20250729-6464,8481,45,0.54,0,2025-01-24,Predictive,186,v4.1.1,Degraded — Sensor #2,E1005,Belt tension marginal,OP-1049,Night (10PM-6AM),1060,86.4,1,Normal Operation,Inspect belt at next downtime
REC-00129,2025-07-31 09:19:31,Milton-South,MIX-Line-C,MIL-QC-5700-01,Checkweigher,Quality Control,Ishida,DACS-G,2020,32837,77.4,30.1,7.72,1663,11.7,13.6,133.2,36.8,104.8,English Muffins,B-20250731-7704,19158,603,3.15,39,2025-07-03,Inspection,28,v4.0.2,Degraded — Sensor #5,E2010,CIP cycle incomplete — residue detected,OP-1046,Morning (6AM-2PM),2607,68.5,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00435,2025-08-02 02:49:02,Toronto-Main,BRD-Line-B,TOR-OVN-6100-04,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,35595,47.7,28.4,0.59,424,108.2,14.1,35.1,38.6,70.2,Bagels,B-20250802-9422,18167,259,1.43,0,2025-06-22,Overhaul,41,v3.2.1,All Normal,E1004,Filter change indicator active,OP-1037,Afternoon (2PM-10PM),2271,93.5,1,Normal Operation,Replace filter at next maintenance window
REC-00360,2025-08-02 14:58:38,Brampton-West,BUN-Line-B,BRA-FRY-9900-04,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,27006,79.0,29.3,8.21,525,82.4,2.5,141.2,34.7,98.7,Artisan Sourdough,B-20250802-2633,21259,1016,4.78,27,2025-03-09,Inspection,146,v3.2.1,Degraded — Sensor #5,E2007,Servo motor position error,OP-1027,Morning (6AM-2PM),2816,81.9,2,Degraded Performance,Recalibrate servo — check encoder
REC-00479,2025-08-02 15:55:40,Toronto-Main,BRD-Line-B,TOR-MIX-3100-05,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,2824,35.8,20.6,4.12,2643,54.9,17.0,146.9,34.4,78.7,Croissants,B-20250802-7130,19308,164,0.85,0,2025-07-30,Predictive,3,v6.0.1,Degraded — Sensor #5,E1004,Filter change indicator active,OP-1033,Morning (6AM-2PM),2414,97.3,1,Normal Operation,Replace filter at next maintenance window
REC-00068,2025-08-02 17:50:32,Milton-South,MIX-Line-C,MIL-PRF-7100-02,Continuous Proofer,Proofing,Auto-Bake,SerpSystem,2019,41483,36.4,20.1,1.05,2211,15.7,28.1,61.4,47.7,77.3,Bagels,B-20250802-6511,17123,85,0.5,0,2024-11-14,Inspection,261,v5.0.0,All Normal,E0000,No fault detected,OP-1002,Afternoon (2PM-10PM),2140,90.3,1,Normal Operation,None required
REC-00497,2025-08-03 00:55:28,Toronto-Main,BRD-Line-B,TOR-DEP-1100-01,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,58602,57.1,26.8,1.86,1987,16.2,11.3,106.4,57.6,66.1,Croissants,B-20250803-4268,24947,339,1.36,0,2025-06-25,Corrective,39,v4.0.2,Degraded — Sensor #2,E0000,No fault detected,OP-1046,Morning (6AM-2PM),3118,84.5,1,Normal Operation,None required
REC-00430,2025-08-04 09:20:33,Toronto-Main,PKG-Line-D,TOR-PRF-7200-03,Retarder Proofer,Proofing,Revent,RPM-7020,2017,8547,56.0,28.7,4.15,492,20.5,10.9,141.6,48.0,71.5,Bagels,B-20250804-7956,20060,200,1.0,0,2024-12-05,Calibration,242,v3.4.0,All Normal,E1006,Sensor reading intermittent,OP-1032,Night (10PM-6AM),2508,93.3,1,Normal Operation,Clean sensor housing
REC-00362,2025-08-04 14:51:27,Mississauga-East,ICE-Line-C,MIS-PKG-0300-02,Palletizer Robot,Packaging,FANUC,M-410iC,2021,64859,110.0,29.2,14.65,2466,62.2,28.3,70.8,99.1,90.1,English Muffins,B-20250804-9475,5691,613,10.78,522,2024-10-15,Calibration,293,v4.1.1,Offline — Sensor #1,E3004,Hydraulic line rupture,OP-1046,Morning (6AM-2PM),5691,45.6,3,Critical Failure,Lockout/tagout — repair hydraulic line immediately
REC-00307,2025-08-04 19:15:10,Vaughan-North,FRY-Line-C,VAU-CLR-8200-02,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,26625,62.7,22.4,2.89,3323,13.9,16.6,147.1,59.2,70.8,White Bread,B-20250804-4752,24514,348,1.42,0,2025-04-21,Lubrication,105,v5.1.3,Offline — Sensor #1,E1003,Lubrication reminder triggered,OP-1014,Night (10PM-6AM),3064,84.1,1,Normal Operation,Schedule lubrication
REC-00463,2025-08-05 04:27:51,Brampton-West,BUN-Line-A,BRA-CNV-1400-01,Incline Conveyor,Conveying,Dorner,AquaPruf 7400,2019,54048,91.4,18.2,8.58,2069,12.9,11.6,101.7,102.7,94.4,Pita,B-20250805-4519,15350,1955,12.74,285,2025-04-25,Emergency,102,v6.0.1,Offline — Sensor #1,E3001,Main drive motor failure,OP-1048,Afternoon (2PM-10PM),4723,21.8,3,Critical Failure,Replace motor — line down until repair
REC-00365,2025-08-05 22:29:48,Milton-South,PKG-Line-F,MIL-PRF-7200-02,Retarder Proofer,Proofing,Revent,RPM-7020,2017,21579,113.4,24.8,22.53,2614,30.3,2.1,87.8,80.2,83.0,White Bread,B-20250805-9781,1254,66,5.29,471,2025-07-30,Predictive,6,v4.1.1,Multiple Sensors Offline,E3010,Food safety contamination alarm,OP-1008,Morning (6AM-2PM),1254,54.7,3,Critical Failure,Full line quarantine — QA investigation required
REC-00118,2025-08-06 01:58:18,Toronto-Main,PKG-Line-D,TOR-FRZ-9200-02,Tunnel Freezer,Freezing,Starfrost,IQF Helix,2021,31575,68.8,30.4,5.91,759,91.7,17.3,136.8,34.2,94.9,Pound Cake,B-20250806-1507,14633,706,4.83,24,2025-06-29,Predictive,38,v5.2.0,Degraded — Sensor #2,E2001,Motor overheating — thermal cutoff warning,OP-1004,Morning (6AM-2PM),1925,64.2,2,Degraded Performance,Reduce load and inspect cooling system
REC-00387,2025-08-07 21:47:05,Vaughan-North,DON-Line-B,VAU-ING-8800-05,Ingredient Dosing System,Ingredient Handling,Brabender,FlexWall Plus,2020,18988,52.5,20.2,3.82,495,22.0,16.0,108.3,44.6,69.6,Cinnamon Rolls,B-20250807-2727,6201,6,0.1,0,2025-06-01,Calibration,67,v5.2.0,Degraded — Sensor #2,E1005,Belt tension marginal,OP-1004,Night (10PM-6AM),775,95.6,1,Normal Operation,Inspect belt at next downtime
REC-00033,2025-08-08 23:24:36,Vaughan-North,FRY-Line-C,VAU-CLR-8200-02,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,39473,36.3,27.3,3.48,3461,13.1,6.3,145.4,35.7,84.3,English Muffins,B-20250808-2644,14927,158,1.06,0,2025-01-23,Corrective,197,v6.0.1,All Normal,E1006,Sensor reading intermittent,OP-1047,Morning (6AM-2PM),1866,88.2,1,Normal Operation,Clean sensor housing
REC-00288,2025-08-09 06:18:37,Milton-South,CKE-Line-A,MIL-OVN-6300-01,Spiral Oven,Baking,Spooner,QuadraTherm,2020,62235,37.0,23.6,3.21,2628,92.1,8.5,97.9,59.7,65.2,Flatbread,B-20250809-8605,14528,122,0.84,0,2024-12-25,Corrective,227,v5.1.3,All Normal,E1006,Sensor reading intermittent,OP-1030,Night (10PM-6AM),1816,95.6,1,Normal Operation,Clean sensor housing
REC-00364,2025-08-10 08:50:56,Milton-South,CKE-Line-A,MIL-SLC-2100-01,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,63274,38.3,30.5,4.21,480,14.9,25.6,138.7,39.4,67.0,White Bread,B-20250810-7778,2910,5,0.18,0,2025-05-28,Inspection,74,v3.4.0,Offline — Sensor #1,E1001,Minor vibration threshold exceeded,OP-1044,Afternoon (2PM-10PM),364,86.5,1,Normal Operation,Monitor during next shift
REC-00205,2025-08-11 14:49:35,Milton-South,PKG-Line-F,MIL-DIV-4200-01,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,16261,82.7,26.1,7.97,901,33.1,26.6,59.0,65.7,97.0,Naan,B-20250811-6640,3425,105,3.09,52,2025-05-31,Preventive,72,v5.2.0,Degraded — Sensor #2,E2001,Motor overheating — thermal cutoff warning,OP-1019,Morning (6AM-2PM),480,65.5,2,Degraded Performance,Reduce load and inspect cooling system
REC-00327,2025-08-11 15:58:41,Toronto-Main,BRD-Line-B,TOR-SHT-5100-03,Dough Sheeter,Sheeting/Laminating,Rademaker,Sigma Laminator,2021,10167,37.0,20.0,3.06,3369,20.9,2.3,69.0,73.6,72.6,Hot Dog Buns,B-20250811-3023,6258,33,0.54,0,2024-11-11,Emergency,273,v6.0.1,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1034,Afternoon (2PM-10PM),782,94.4,1,Normal Operation,Clean sensor housing
REC-00024,2025-08-11 17:44:43,Milton-South,CKE-Line-A,MIL-WTR-7700-03,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,13917,45.2,25.2,4.02,882,30.1,22.2,83.5,64.1,78.8,Pound Cake,B-20250811-8342,1065,11,1.05,0,2024-12-04,Corrective,250,v5.0.0,Offline — Sensor #1,E1004,Filter change indicator active,OP-1026,Night (10PM-6AM),133,90.9,1,Normal Operation,Replace filter at next maintenance window
REC-00257,2025-08-14 18:23:09,Milton-South,PKG-Line-F,MIL-CNV-1300-02,Modular Belt Conveyor,Conveying,Intralox,Series 2400,2018,60472,42.8,22.4,2.51,2272,7.7,9.3,60.7,74.0,75.0,Tortillas,B-20250814-6907,14593,204,1.4,0,2024-10-31,Emergency,287,v5.0.0,All Normal,E1002,Slight temperature drift detected,OP-1034,Afternoon (2PM-10PM),1824,84.1,1,Normal Operation,Recalibrate sensor at next PM
REC-00396,2025-08-19 19:08:38,Milton-South,CKE-Line-A,MIL-DIV-4200-03,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,58005,60.9,27.2,2.04,2281,25.6,10.5,90.4,45.7,65.5,English Muffins,B-20250819-5301,19864,13,0.07,0,2024-10-10,Overhaul,313,v3.2.1,All Normal,E0000,No fault detected,OP-1047,Night (10PM-6AM),2483,88.1,1,Normal Operation,None required
REC-00137,2025-08-20 21:14:25,Brampton-West,BUN-Line-A,BRA-MIX-3100-02,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,35132,62.2,21.1,6.95,2735,58.6,24.9,30.2,50.0,94.3,Hamburger Buns,B-20250820-9166,15149,354,2.34,50,2024-12-22,Lubrication,241,v3.4.0,Offline — Sensor #1,E2003,Conveyor belt misalignment detected,OP-1048,Night (10PM-6AM),2114,56.4,2,Degraded Performance,Realign belt and inspect rollers
